ลำดับ,เลขทะเบียนโรงงาน,ชื่อโรงงาน,ประกอบกิจการ,เลขที่,หมู่,ซอย,ถนน,ตำบล,อำเภอ,จังหวัด,ไปรษณีย์,โทรศัพท์,เงินทุนรวม,คนงาน,แรงม้า
1926,3-106-92/60สพ,บริษัท สยาม กรีน เวสท์ จำกัด,ผลิตน้ำมันทดแทนจากยางรถยนต์เก่าใช้แล้ว,เลขที่ 154,7,,,สระกระโจม,ดอนเจดีย์,สุพรรณบุรี,10160.0,,58000000,20,207.0
1927,จ3-105-104/52สพ,สมบูรณ์การค้า,คัดแยกวัสดุที่ไม่ใช้แล้ว,เลขที่ 209/1,1,-,-,โคกโคเฒ่า,เมืองสุพรรณบุรี,สุพรรณบุรี,72000.0,-,1400000,7,25.0
1928,จ3-105-116/52สพ,สุนทรี,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นอันตราย,เลขที่ 489,,-,-,สระยายโสม,อู่ทอง,สุพรรณบุรี,72220.0,-,4000000,10,0.0
1929,จ3-105-127/52สพ,บริษัท จิระนันต์ อินเตอร์ เซอร์วิส จำกัด,"คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นอันตราย , บดย่อยพลาสติก , อัดเศษโลหะ",เลขที่ 385/2,3,,,ศรีประจันต์,ศรีประจันต์,สุพรรณบุรี,72140.0,,5600000,7,17.5
1930,จ3-105-20/51สพ,บริษัท สามชุก โพลิเมอร์ จำกัด,คัดแยกสิ่งปฎิกูลหรือวัสดุที่ไม่ใช้แล้วจากโรงงานอุตสาหกรรมที่ไม่เป็นของเสียอันตรายและอัดเศษโลหะ เศษกระดาษ,เลขที่ 20,9,-,สุพรรณบุรี-ชัยนาท,ย่านยาว,สามชุก,สุพรรณบุรี,72130.0,081-9864236,20500000,9,270.0
1931,จ3-105-225/51สพ,ห้างหุ้นส่วนจำกัด เอส อาร์ ไอ เมททัล โปรดักส์,คัดแยกวัสดุที่ไม่ใช้แล้ว เฉพาะที่กำหนดไว้ในหมวด 1 ข้อ 1 ของภาคผนกที่ 1 บัญชีสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว ท้ายประกาศกระทรวงอุตสาหกรรม ฉบับที่ 1 (พ.ศ.2541) บดพลาสติก อัดเศษกระดาษและเศษโลหะ,เลขที่ 316,6,-,-,สระพังลาน,อู่ทอง,สุพรรณบุรี,72220.0,,2700000,3,29.0
1932,3-101-1/36นฐ,บริษัท แหลมทองผลิตภัณฑ์อาหาร จำกัด,ปรับคุณภาพของเสียรวม,เลขที่ 87,9,,พุทธมณฑลสายที่ 5,ไร่ขิง,สามพราน,นครปฐม,73210.0,0-2420-4717,21110000,6,352.5
1933,3-101-1/37นฐ,บริษัท บางกอกอินเตอร์ฟูด จำกัด,ระบบบำบัดน้ำเสียรวม,เลขที่ 12,,วัดเทียนดัด,เพชรเกษม,บ้านใหม่,สามพราน,นครปฐม,73110.0,"42,903,394,290,647",500000,2,211.5
1934,3-101-1/50นฐ,บริษัท น้ำมันพืชไทย จำกัด (มหาชน),ระบบบำบัดน้ำเสียรวม,เลขที่ 81/7,1, -, -,ไทยาวาส,นครชัยศรี,นครปฐม,73120.0,0 2477 9020,16050000,3,190.27
1935,3-101-2/41นฐ,บริษัท นครหลวงกลูโคส จำกัด,บำบัดน้ำเสียรวม,เลขที่ 67,1,วัดเทียนดัด,เพชรเกษม,บ้านใหม่,สามพราน,นครปฐม,73110.0,4290020,69500000,5,308.0
1936,3-101-7/51นฐ,บริษัท ไทยโทเรเท็กซ์ไทล์มิลลส์ จำกัด (มหาชน),"บำบัดน้ำเสียรวม ปริมาณบำบัดสูงสุด 4,800 ลูกบาศก์เมตรต่อวัน",เลขที่ 33/3,3,-,สุขาภิบาล,นครชัยศรี,นครชัยศรี,นครปฐม,73120.0,034 331788-90,0,17,176.29
1937,3-105-138/48นฐ,บริษัท ธนพิพัฒน์ยนต์ตระการ จำกัด,คัดแยกวัสดุที่ไม่ใช้แล้วเฉพาะที่กำหนดในหมวด 1 ข้อ 1 ของภาคผนวกที่ 1 บัญชีสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว ท้ายประกาศกระทรวงอุตสาหกรรม ฉบับที่ 1 (พ.ศ.2541) คัดแยกวัสดุที่ไม่ใช้แล้วตามประกาศกระทรวงอุตสาหกรรม ฉบับที่ 6 (พ.ศ.2540) เฉพาะแบตเตอรี่เท่านั้น และผลิตน้ำมันเชื้อเพลิงทดแทน,เลขที่ 63/3,2, -, -,พะเนียด,นครชัยศรี,นครปฐม,73120.0,,5500000,21,72.0
1938,3-105-141/48นฐ,นายวันชัย อินทชยาคม,คัดแยกวัสดุที่ไม่ใช้แล้วเฉพาะที่กำหนดไว้ในหมวด 1 ข้อ 1 ของภาคผนวกที่ 1 บัญชีสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว ท้ายประกาศกระทรวงอุตสาหกรรม ฉบับที่ 1 (พ.ศ.2541),เลขที่ 22/14,2, -, -,แหลมบัว,นครชัยศรี,นครปฐม,73120.0,,1400000,5,30.0
1939,3-105-154/48นฐ,บริษัท อาร์ที โกลเบิล กรุ๊ป จำกัด,คัดแยกวัสดุที่ไม่ใช้แล้วเฉพาะที่กำหนดไว้ในหมวด 1 ข้อ 1 ของภาคผนวกที่ 1 บัญชีสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว ท้ายประกาศกระทรวงอุตสาหกรรม ฉบับที่ 1 (พ.ศ.2541) บดย่อยพลาสติก ซ่อมแซม ดัดแปลง คอมพิวเตอร์ อุปกรณ์อิเล็กทรอนิกส์และเครื่องใช้ไฟฟ้าทุกชนิดที่ผ่านการใช้งานแล้ว,เลขที่ 69,21, -,มาลัยแมน,สระสี่มุม,กำแพงแสน,นครปฐม,73140.0,,12000000,20,264.95
1940,3-105-16/54นฐ,บริษัท หงเหวิน จำกัด,คัดแยกสายไฟฟ้า,เลขที่ 40/1,6,-,-,อ้อมใหญ่,สามพราน,นครปฐม,73160.0,,48000000,17,150.0
1941,3-105-166/48นฐ,วรัญญา,เกี่ยวกับคัดแยกเศษผ้า,เลขที่ 12/200,6, -, -,กระทุ่มล้ม,สามพราน,นครปฐม,73220.0,,5000000,16,0.0
1942,3-105-2/47นฐ,บริษัท เอสพีเค รีไซเคิล จำกัด,คัดแยกวัสดุที่ไม่ใช้แล้ว เฉพาะที่กำหนดไว้ในหมวด 1 ข้อ 1 ของภาคผนวกที่ 1 บัญชีสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว ท้ายประกาศกระทรวงอุตสาหกรรม ฉบับที่ 1 (พ.ศ.2541) และอัดโลหะ,เลขที่ 108/4,4,-,-,ลำลูกบัว,ดอนตูม,นครปฐม,73150.0,0 2912 3916,4000000,10,45.0
1943,3-105-2/50นฐ,ห้างหุ้นส่วนจำกัด พี แอนด์ แอล รีไซเคิล,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย และล้าง บดหรือย่อยพลาสติก ผลิตเม็ดพลาสติก,เลขที่ 36/2,6, -, -,ตาก้อง,เมืองนครปฐม,นครปฐม,73000.0,0 3434 8155,4000000,5,95.0
